external_id,nombre,apellidos,dni,email,telefono,fecha_alta,estado,sede_externa,empresa_id
S5000-00209,Lucía,"Pérez Núñez",60000209V,s5000.00209@example.invalid,"+34 600000209",2026-05-13,inactivo,"Sede sintética",999999
S5000-00210,Iñigo,"Martín Sáez",60000210H,s5000.00210@example.invalid,600-000-210,2026-06-14,activo,"Sede sintética",999999
S5000-00211,"María José","Gómez León",60000211L,s5000.00211@example.invalid,"+34 600000211",2026-07-15,activo,"Sede sintética",999999
S5000-00212,Óscar,"Muñoz García",60000212C,s5000.00212@example.invalid,600-000-212,2026-08-16,activo,"Sede sintética",999999
S5000-00213,Nuria,"Pérez Núñez",60000213K,s5000.00213@example.invalid,"+34 600000213",2026-09-17,activo,"Sede sintética",999999
S5000-00214,Raúl,"Martín Sáez",60000214E,s5000.00214@example.invalid,600-000-214,2026-10-18,activo,"Sede sintética",999999
S5000-00215,Sofía,"Gómez León",60000215T,s5000.00215@example.invalid,"+34 600000215",2026-11-19,activo,"Sede sintética",999999
S5000-00216,Álvaro,"Muñoz García",60000216R,s5000.00216@example.invalid,600-000-216,2026-12-20,activo,"Sede sintética",999999
S5000-00217,Lucía,"Pérez Núñez",60000217W,s5000.00217@example.invalid,"+34 600000217",2026-01-21,activo,"Sede sintética",999999
S5000-00218,Iñigo,"Martín Sáez",60000218A,s5000.00218@example.invalid,600-000-218,2026-02-22,activo,"Sede sintética",999999
S5000-00219,"María José","Gómez León",60000219G,s5000.00219@example.invalid,"+34 600000219",2026-03-23,activo,"Sede sintética",999999
S5000-00220,Óscar,"Muñoz García",60000220M,s5000.00220@example.invalid,600-000-220,2026-04-24,inactivo,"Sede sintética",999999
S5000-00221,Nuria,"Pérez Núñez",60000221Y,s5000.00221@example.invalid,"+34 600000221",2026-05-25,activo,"Sede sintética",999999
S5000-00222,Raúl,"Martín Sáez",60000222F,s5000.00222@example.invalid,600-000-222,2026-06-26,activo,"Sede sintética",999999
S5000-00223,Sofía,"Gómez León",60000223P,s5000.00223@example.invalid,"+34 600000223",2026-07-27,activo,"Sede sintética",999999
S5000-00224,Álvaro,"Muñoz García",60000224D,s5000.00224@example.invalid,600-000-224,2026-08-28,activo,"Sede sintética",999999
S5000-00225,Lucía,"Pérez Núñez",60000225X,s5000.00225@example.invalid,"+34 600000225",2026-09-01,activo,"Sede sintética",999999
S5000-00226,Iñigo,"Martín Sáez",60000226B,s5000.00226@example.invalid,600-000-226,2026-10-02,activo,"Sede sintética",999999
S5000-00227,"María José","Gómez León",60000227N,s5000.00227@example.invalid,"+34 600000227",2026-11-03,activo,"Sede sintética",999999
S5000-00228,Óscar,"Muñoz García",60000228J,s5000.00228@example.invalid,600-000-228,2026-12-04,activo,"Sede sintética",999999
S5000-00229,Nuria,"Pérez Núñez",60000229Z,s5000.00229@example.invalid,"+34 600000229",2026-01-05,activo,"Sede sintética",999999
S5000-00230,Raúl,"Martín Sáez",60000230S,s5000.00230@example.invalid,600-000-230,2026-02-06,activo,"Sede sintética",999999
S5000-00231,Sofía,"Gómez León",60000231Q,s5000.00231@example.invalid,"+34 600000231",2026-03-07,inactivo,"Sede sintética",999999
S5000-00232,Álvaro,"Muñoz García",60000232V,s5000.00232@example.invalid,600-000-232,2026-04-08,activo,"Sede sintética",999999
S5000-00233,Lucía,"Pérez Núñez",60000233H,s5000.00233@example.invalid,"+34 600000233",2026-05-09,activo,"Sede sintética",999999
S5000-00234,Iñigo,"Martín Sáez",60000234L,s5000.00234@example.invalid,600-000-234,2026-06-10,activo,"Sede sintética",999999
S5000-00235,"María José","Gómez León",60000235C,s5000.00235@example.invalid,"+34 600000235",2026-07-11,activo,"Sede sintética",999999
S5000-00236,Óscar,"Muñoz García",60000236K,s5000.00236@example.invalid,600-000-236,2026-08-12,activo,"Sede sintética",999999
S5000-00237,Nuria,"Pérez Núñez",60000237E,s5000.00237@example.invalid,"+34 600000237",2026-09-13,activo,"Sede sintética",999999
S5000-00238,Raúl,"Martín Sáez",60000238T,s5000.00238@example.invalid,600-000-238,2026-10-14,activo,"Sede sintética",999999
S5000-00239,Sofía,"Gómez León",60000239R,s5000.00239@example.invalid,"+34 600000239",2026-11-15,activo,"Sede sintética",999999
S5000-00240,Álvaro,"Muñoz García",60000240W,s5000.00240@example.invalid,600-000-240,2026-12-16,activo,"Sede sintética",999999
S5000-00241,Lucía,"Pérez Núñez",60000241A,s5000.00241@example.invalid,"+34 600000241",2026-01-17,activo,"Sede sintética",999999
S5000-00242,Iñigo,"Martín Sáez",60000242G,s5000.00242@example.invalid,600-000-242,2026-02-18,inactivo,"Sede sintética",999999
S5000-00243,"María José","Gómez León",60000243M,s5000.00243@example.invalid,"+34 600000243",2026-03-19,activo,"Sede sintética",999999
S5000-00244,Óscar,"Muñoz García",60000244Y,s5000.00244@example.invalid,600-000-244,2026-04-20,activo,"Sede sintética",999999
S5000-00245,Nuria,"Pérez Núñez",60000245F,s5000.00245@example.invalid,"+34 600000245",2026-05-21,activo,"Sede sintética",999999
S5000-00246,Raúl,"Martín Sáez",60000246P,s5000.00246@example.invalid,600-000-246,2026-06-22,activo,"Sede sintética",999999
S5000-00247,Sofía,"Gómez León",60000247D,s5000.00247@example.invalid,"+34 600000247",2026-07-23,activo,"Sede sintética",999999
S5000-00248,Álvaro,"Muñoz García",60000248X,s5000.00248@example.invalid,600-000-248,2026-08-24,activo,"Sede sintética",999999
S5000-00249,Lucía,"Pérez Núñez",60000249B,s5000.00249@example.invalid,"+34 600000249",2026-09-25,activo,"Sede sintética",999999
S5000-00250,Iñigo,"Martín Sáez",60000250N,s5000.00250@example.invalid,600-000-250,2026-10-26,activo,"Sede sintética",999999
S5000-00251,"María José","Gómez León",60000251J,s5000.00251@example.invalid,"+34 600000251",2026-11-27,activo,"Sede sintética",999999
S5000-00252,Óscar,"Muñoz García",60000252Z,s5000.00252@example.invalid,600-000-252,2026-12-28,activo,"Sede sintética",999999
S5000-00253,Nuria,"Pérez Núñez",60000253S,s5000.00253@example.invalid,"+34 600000253",2026-01-01,inactivo,"Sede sintética",999999
S5000-00254,Raúl,"Martín Sáez",60000254Q,s5000.00254@example.invalid,600-000-254,2026-02-02,activo,"Sede sintética",999999
S5000-00255,Sofía,"Gómez León",60000255V,s5000.00255@example.invalid,"+34 600000255",2026-03-03,activo,"Sede sintética",999999
S5000-00256,Álvaro,"Muñoz García",60000256H,s5000.00256@example.invalid,600-000-256,2026-04-04,activo,"Sede sintética",999999
S5000-00257,Lucía,"Pérez Núñez",60000257L,s5000.00257@example.invalid,"+34 600000257",2026-05-05,activo,"Sede sintética",999999
S5000-00258,Iñigo,"Martín Sáez",60000258C,s5000.00258@example.invalid,600-000-258,2026-06-06,activo,"Sede sintética",999999
S5000-00259,"María José","Gómez León",60000259K,s5000.00259@example.invalid,"+34 600000259",2026-07-07,activo,"Sede sintética",999999
S5000-00260,Óscar,"Muñoz García",60000260E,s5000.00260@example.invalid,600-000-260,2026-08-08,activo,"Sede sintética",999999
S5000-00261,Nuria,"Pérez Núñez",60000261T,s5000.00261@example.invalid,"+34 600000261",2026-09-09,activo,"Sede sintética",999999
S5000-00262,Raúl,"Martín Sáez",60000262R,s5000.00262@example.invalid,600-000-262,2026-10-10,activo,"Sede sintética",999999
S5000-00263,Sofía,"Gómez León",60000263W,s5000.00263@example.invalid,"+34 600000263",2026-11-11,activo,"Sede sintética",999999
S5000-00264,Álvaro,"Muñoz García",60000264A,s5000.00264@example.invalid,600-000-264,2026-12-12,inactivo,"Sede sintética",999999
S5000-00265,Lucía,"Pérez Núñez",60000265G,s5000.00265@example.invalid,"+34 600000265",2026-01-13,activo,"Sede sintética",999999
S5000-00266,Iñigo,"Martín Sáez",60000266M,s5000.00266@example.invalid,600-000-266,2026-02-14,activo,"Sede sintética",999999
S5000-00267,"María José","Gómez León",60000267Y,s5000.00267@example.invalid,"+34 600000267",2026-03-15,activo,"Sede sintética",999999
S5000-00268,Óscar,"Muñoz García",60000268F,s5000.00268@example.invalid,600-000-268,2026-04-16,activo,"Sede sintética",999999
S5000-00269,Nuria,"Pérez Núñez",60000269P,s5000.00269@example.invalid,"+34 600000269",2026-05-17,activo,"Sede sintética",999999
S5000-00270,Raúl,"Martín Sáez",60000270D,s5000.00270@example.invalid,600-000-270,2026-06-18,activo,"Sede sintética",999999
S5000-00271,Sofía,"Gómez León",60000271X,s5000.00271@example.invalid,"+34 600000271",2026-07-19,activo,"Sede sintética",999999
S5000-00272,Álvaro,"Muñoz García",60000272B,s5000.00272@example.invalid,600-000-272,2026-08-20,activo,"Sede sintética",999999
S5000-00273,Lucía,"Pérez Núñez",60000273N,s5000.00273@example.invalid,"+34 600000273",2026-09-21,activo,"Sede sintética",999999
S5000-00274,Iñigo,"Martín Sáez",60000274J,s5000.00274@example.invalid,600-000-274,2026-10-22,activo,"Sede sintética",999999
S5000-00275,"María José","Gómez León",60000275Z,s5000.00275@example.invalid,"+34 600000275",2026-11-23,inactivo,"Sede sintética",999999
S5000-00276,Óscar,"Muñoz García",60000276S,s5000.00276@example.invalid,600-000-276,2026-12-24,activo,"Sede sintética",999999
S5000-00277,Nuria,"Pérez Núñez",60000277Q,s5000.00277@example.invalid,"+34 600000277",2026-01-25,activo,"Sede sintética",999999
S5000-00278,Raúl,"Martín Sáez",60000278V,s5000.00278@example.invalid,600-000-278,2026-02-26,activo,"Sede sintética",999999
S5000-00279,Sofía,"Gómez León",60000279H,s5000.00279@example.invalid,"+34 600000279",2026-03-27,activo,"Sede sintética",999999
S5000-00280,Álvaro,"Muñoz García",60000280L,s5000.00280@example.invalid,600-000-280,2026-04-28,activo,"Sede sintética",999999
S5000-00281,Lucía,"Pérez Núñez",60000281C,s5000.00281@example.invalid,"+34 600000281",2026-05-01,activo,"Sede sintética",999999
S5000-00282,Iñigo,"Martín Sáez",60000282K,s5000.00282@example.invalid,600-000-282,2026-06-02,activo,"Sede sintética",999999
S5000-00283,"María José","Gómez León",60000283E,s5000.00283@example.invalid,"+34 600000283",2026-07-03,activo,"Sede sintética",999999
S5000-00284,Óscar,"Muñoz García",60000284T,s5000.00284@example.invalid,600-000-284,2026-08-04,activo,"Sede sintética",999999
S5000-00285,Nuria,"Pérez Núñez",60000285R,s5000.00285@example.invalid,"+34 600000285",2026-09-05,activo,"Sede sintética",999999
S5000-00286,Raúl,"Martín Sáez",60000286W,s5000.00286@example.invalid,600-000-286,2026-10-06,inactivo,"Sede sintética",999999
S5000-00287,Sofía,"Gómez León",60000287A,s5000.00287@example.invalid,"+34 600000287",2026-11-07,activo,"Sede sintética",999999
S5000-00288,Álvaro,"Muñoz García",60000288G,s5000.00288@example.invalid,600-000-288,2026-12-08,activo,"Sede sintética",999999
S5000-00289,Lucía,"Pérez Núñez",60000289M,s5000.00289@example.invalid,"+34 600000289",2026-01-09,activo,"Sede sintética",999999
S5000-00290,Iñigo,"Martín Sáez",60000290Y,s5000.00290@example.invalid,600-000-290,2026-02-10,activo,"Sede sintética",999999
S5000-00291,"María José","Gómez León",60000291F,s5000.00291@example.invalid,"+34 600000291",2026-03-11,activo,"Sede sintética",999999
S5000-00292,Óscar,"Muñoz García",60000292P,s5000.00292@example.invalid,600-000-292,2026-04-12,activo,"Sede sintética",999999
S5000-00293,Nuria,"Pérez Núñez",60000293D,s5000.00293@example.invalid,"+34 600000293",2026-05-13,activo,"Sede sintética",999999
S5000-00294,Raúl,"Martín Sáez",60000294X,s5000.00294@example.invalid,600-000-294,2026-06-14,activo,"Sede sintética",999999
S5000-00295,Sofía,"Gómez León",60000295B,s5000.00295@example.invalid,"+34 600000295",2026-07-15,activo,"Sede sintética",999999
S5000-00296,Álvaro,"Muñoz García",60000296N,s5000.00296@example.invalid,600-000-296,2026-08-16,activo,"Sede sintética",999999
S5000-00297,Lucía,"Pérez Núñez",60000297J,s5000.00297@example.invalid,"+34 600000297",2026-09-17,inactivo,"Sede sintética",999999
S5000-00298,Iñigo,"Martín Sáez",60000298Z,s5000.00298@example.invalid,600-000-298,2026-10-18,activo,"Sede sintética",999999
S5000-00299,"María José","Gómez León",60000299S,s5000.00299@example.invalid,"+34 600000299",2026-11-19,activo,"Sede sintética",999999
S5000-00300,Óscar,"Muñoz García",60000300Q,s5000.00300@example.invalid,600-000-300,2026-12-20,activo,"Sede sintética",999999
S5000-00301,Nuria,"Pérez Núñez",60000301V,s5000.00301@example.invalid,"+34 600000301",2026-01-21,activo,"Sede sintética",999999
S5000-00302,Raúl,"Martín Sáez",60000302H,s5000.00302@example.invalid,600-000-302,2026-02-22,activo,"Sede sintética",999999
S5000-00303,Sofía,"Gómez León",60000303L,s5000.00303@example.invalid,"+34 600000303",2026-03-23,activo,"Sede sintética",999999
S5000-00304,Álvaro,"Muñoz García",60000304C,s5000.00304@example.invalid,600-000-304,2026-04-24,activo,"Sede sintética",999999
S5000-00305,Lucía,"Pérez Núñez",60000305K,s5000.00305@example.invalid,"+34 600000305",2026-05-25,activo,"Sede sintética",999999
S5000-00306,Iñigo,"Martín Sáez",60000306E,s5000.00306@example.invalid,600-000-306,2026-06-26,activo,"Sede sintética",999999
S5000-00307,"María José","Gómez León",60000307T,s5000.00307@example.invalid,"+34 600000307",2026-07-27,activo,"Sede sintética",999999
S5000-00308,Óscar,"Muñoz García",60000308R,s5000.00308@example.invalid,600-000-308,2026-08-28,inactivo,"Sede sintética",999999
S5000-00309,Nuria,"Pérez Núñez",60000309W,s5000.00309@example.invalid,"+34 600000309",2026-09-01,activo,"Sede sintética",999999
S5000-00310,Raúl,"Martín Sáez",60000310A,s5000.00310@example.invalid,600-000-310,2026-10-02,activo,"Sede sintética",999999
S5000-00311,Sofía,"Gómez León",60000311G,s5000.00311@example.invalid,"+34 600000311",2026-11-03,activo,"Sede sintética",999999
S5000-00312,Álvaro,"Muñoz García",60000312M,s5000.00312@example.invalid,600-000-312,2026-12-04,activo,"Sede sintética",999999
S5000-00313,Lucía,"Pérez Núñez",60000313Y,s5000.00313@example.invalid,"+34 600000313",2026-01-05,activo,"Sede sintética",999999
S5000-00314,Iñigo,"Martín Sáez",60000314F,s5000.00314@example.invalid,600-000-314,2026-02-06,activo,"Sede sintética",999999
S5000-00315,"María José","Gómez León",60000315P,s5000.00315@example.invalid,"+34 600000315",2026-03-07,activo,"Sede sintética",999999
S5000-00316,Óscar,"Muñoz García",60000316D,s5000.00316@example.invalid,600-000-316,2026-04-08,activo,"Sede sintética",999999
S5000-00317,Nuria,"Pérez Núñez",60000317X,s5000.00317@example.invalid,"+34 600000317",2026-05-09,activo,"Sede sintética",999999
S5000-00318,Raúl,"Martín Sáez",60000318B,s5000.00318@example.invalid,600-000-318,2026-06-10,activo,"Sede sintética",999999
S5000-00319,Sofía,"Gómez León",60000319N,s5000.00319@example.invalid,"+34 600000319",2026-07-11,inactivo,"Sede sintética",999999
S5000-00320,Álvaro,"Muñoz García",60000320J,s5000.00320@example.invalid,600-000-320,2026-08-12,activo,"Sede sintética",999999
S5000-00321,Lucía,"Pérez Núñez",60000321Z,s5000.00321@example.invalid,"+34 600000321",2026-09-13,activo,"Sede sintética",999999
S5000-00322,Iñigo,"Martín Sáez",60000322S,s5000.00322@example.invalid,600-000-322,2026-10-14,activo,"Sede sintética",999999
S5000-00323,"María José","Gómez León",60000323Q,s5000.00323@example.invalid,"+34 600000323",2026-11-15,activo,"Sede sintética",999999
S5000-00324,Óscar,"Muñoz García",60000324V,s5000.00324@example.invalid,600-000-324,2026-12-16,activo,"Sede sintética",999999
S5000-00325,Nuria,"Pérez Núñez",60000325H,s5000.00325@example.invalid,"+34 600000325",2026-01-17,activo,"Sede sintética",999999
S5000-00326,Raúl,"Martín Sáez",60000326L,s5000.00326@example.invalid,600-000-326,2026-02-18,activo,"Sede sintética",999999
S5000-00327,Sofía,"Gómez León",60000327C,s5000.00327@example.invalid,"+34 600000327",2026-03-19,activo,"Sede sintética",999999
S5000-00328,Álvaro,"Muñoz García",60000328K,s5000.00328@example.invalid,600-000-328,2026-04-20,activo,"Sede sintética",999999
S5000-00329,Lucía,"Pérez Núñez",60000329E,s5000.00329@example.invalid,"+34 600000329",2026-05-21,activo,"Sede sintética",999999
S5000-00330,Iñigo,"Martín Sáez",60000330T,s5000.00330@example.invalid,600-000-330,2026-06-22,inactivo,"Sede sintética",999999
S5000-00331,"María José","Gómez León",60000331R,s5000.00331@example.invalid,"+34 600000331",2026-07-23,activo,"Sede sintética",999999
S5000-00332,Óscar,"Muñoz García",60000332W,s5000.00332@example.invalid,600-000-332,2026-08-24,activo,"Sede sintética",999999
S5000-00333,Nuria,"Pérez Núñez",60000333A,s5000.00333@example.invalid,"+34 600000333",2026-09-25,activo,"Sede sintética",999999
S5000-00334,Raúl,"Martín Sáez",60000334G,s5000.00334@example.invalid,600-000-334,2026-10-26,activo,"Sede sintética",999999
S5000-00335,Sofía,"Gómez León",60000335M,s5000.00335@example.invalid,"+34 600000335",2026-11-27,activo,"Sede sintética",999999
S5000-00336,Álvaro,"Muñoz García",60000336Y,s5000.00336@example.invalid,600-000-336,2026-12-28,activo,"Sede sintética",999999
S5000-00337,Lucía,"Pérez Núñez",60000337F,s5000.00337@example.invalid,"+34 600000337",2026-01-01,activo,"Sede sintética",999999
S5000-00338,Iñigo,"Martín Sáez",60000338P,s5000.00338@example.invalid,600-000-338,2026-02-02,activo,"Sede sintética",999999
S5000-00339,"María José","Gómez León",60000339D,s5000.00339@example.invalid,"+34 600000339",2026-03-03,activo,"Sede sintética",999999
S5000-00340,Óscar,"Muñoz García",60000340X,s5000.00340@example.invalid,600-000-340,2026-04-04,activo,"Sede sintética",999999
S5000-00341,Nuria,"Pérez Núñez",60000341B,s5000.00341@example.invalid,"+34 600000341",2026-05-05,inactivo,"Sede sintética",999999
S5000-00342,Raúl,"Martín Sáez",60000342N,s5000.00342@example.invalid,600-000-342,2026-06-06,activo,"Sede sintética",999999
S5000-00343,Sofía,"Gómez León",60000343J,s5000.00343@example.invalid,"+34 600000343",2026-07-07,activo,"Sede sintética",999999
